label,landmark_x1,landmark_y1,landmark_z1,landmark_x2,landmark_y2,landmark_z2,landmark_x3,landmark_y3,landmark_z3,landmark_x4,landmark_y4,landmark_z4,landmark_x5,landmark_y5,landmark_z5,landmark_x6,landmark_y6,landmark_z6,landmark_x7,landmark_y7,landmark_z7,landmark_x8,landmark_y8,landmark_z8,landmark_x9,landmark_y9,landmark_z9,landmark_x10,landmark_y10,landmark_z10,landmark_x11,landmark_y11,landmark_z11,landmark_x12,landmark_y12,landmark_z12,landmark_x13,landmark_y13,landmark_z13,landmark_x14,landmark_y14,landmark_z14,landmark_x15,landmark_y15,landmark_z15,landmark_x16,landmark_y16,landmark_z16,landmark_x17,landmark_y17,landmark_z17,landmark_x18,landmark_y18,landmark_z18,landmark_x19,landmark_y19,landmark_z19,landmark_x20,landmark_y20,landmark_z20,landmark_x21,landmark_y21,landmark_z21
0,0.26497870683670044,0.7319971323013306,6.748377199983224e-05,0.18281590938568115,0.6084873080253601,-0.10554023087024689,0.21592271327972412,0.48373499512672424,-0.20659594237804413,0.301903635263443,0.39110758900642395,-0.24757950007915497,0.37296539545059204,0.3230210542678833,-0.27546805143356323,0.2841736078262329,0.5701472163200378,-0.5269308686256409,0.4460360109806061,0.43376868963241577,-0.6943468451499939,0.5433690547943115,0.35314372181892395,-0.7516170144081116,0.6277250051498413,0.29765522480010986,-0.7587672472000122,0.3935641646385193,0.6235982775688171,-0.4527088403701782,0.5764371752738953,0.44462746381759644,-0.44306981563568115,0.5327625274658203,0.41328132152557373,-0.24773024022579193,0.4815962314605713,0.42943301796913147,-0.11338057368993759,0.4847579002380371,0.6575337052345276,-0.37008723616600037,0.639753520488739,0.49610692262649536,-0.38405078649520874,0.5910557508468628,0.4621218740940094,-0.22530727088451385,0.546156108379364,0.4779389798641205,-0.10466664284467697,0.5512514114379883,0.6766606569290161,-0.2927335500717163,0.661980152130127,0.5500394105911255,-0.2972372770309448,0.6291676163673401,0.5133443474769592,-0.22881166636943817,0.5906133651733398,0.5192157626152039,-0.17399591207504272
0,0.21621130406856537,0.7311651706695557,-1.7210799114764086e-06,0.13308626413345337,0.621009111404419,-0.15789909660816193,0.1841573715209961,0.5039831399917603,-0.32610341906547546,0.277456670999527,0.42024102807044983,-0.4324382543563843,0.3507498800754547,0.3368030786514282,-0.5325104594230652,0.23752745985984802,0.5968681573867798,-0.629970133304596,0.3804866075515747,0.4658955931663513,-0.8436943888664246,0.49698764085769653,0.3810359835624695,-0.9607860445976257,0.595895528793335,0.320781946182251,-1.0276799201965332,0.3684103190898895,0.633708119392395,-0.5655672550201416,0.5396949052810669,0.4575890302658081,-0.7312200665473938,0.611594557762146,0.3487340211868286,-0.7181597352027893,0.6524372100830078,0.2759655714035034,-0.7095967531204224,0.4856417179107666,0.6475439667701721,-0.47903069853782654,0.6553874611854553,0.47978201508522034,-0.545285701751709,0.6011368036270142,0.4567011296749115,-0.38146600127220154,0.535750687122345,0.4685642123222351,-0.2524394094944,0.5695813298225403,0.6529518365859985,-0.4096261262893677,0.6922636032104492,0.5231733322143555,-0.41675764322280884,0.6467011570930481,0.49027958512306213,-0.3146989345550537,0.5888184309005737,0.4907546639442444,-0.23880967497825623
0,0.3735700249671936,0.6900942921638489,-0.0001157230872195214,0.26586487889289856,0.5544865727424622,-0.14567331969738007,0.23222815990447998,0.4344645142555237,-0.3087487816810608,0.26665759086608887,0.34496745467185974,-0.4087972640991211,0.31456512212753296,0.25575366616249084,-0.4995035231113434,0.2599564790725708,0.5962944626808167,-0.6420893669128418,0.41455626487731934,0.44376927614212036,-0.8419613838195801,0.5135999321937561,0.3485349118709564,-0.9081276059150696,0.5964458584785461,0.28793925046920776,-0.9063657522201538,0.37817108631134033,0.6726558208465576,-0.5721096992492676,0.5597845315933228,0.43608415126800537,-0.6231425404548645,0.5339667797088623,0.3822292685508728,-0.43462908267974854,0.49720680713653564,0.3946850001811981,-0.2837073504924774,0.48878541588783264,0.7102105021476746,-0.49882805347442627,0.6409714221954346,0.4900593161582947,-0.5527750253677368,0.5962915420532227,0.4447612464427948,-0.38052523136138916,0.5641307234764099,0.46636998653411865,-0.24184374511241913,0.5834133625030518,0.7205908298492432,-0.4356095790863037,0.6887801885604858,0.5507524609565735,-0.4643150568008423,0.6559571027755737,0.5083788633346558,-0.39215022325515747,0.624381959438324,0.5267939567565918,-0.33386120200157166
0,0.41078224778175354,0.5866133570671082,-8.754931513976771e-06,0.3060835897922516,0.4715120792388916,-0.23248647153377533,0.2712453007698059,0.36539584398269653,-0.45076897740364075,0.2933884859085083,0.3082016110420227,-0.6017934679985046,0.3065195083618164,0.2829629182815552,-0.756134569644928,0.2344626635313034,0.5416771769523621,-0.6946853995323181,0.38560929894447327,0.44655734300613403,-0.8863561153411865,0.4660208523273468,0.3539527654647827,-0.9453042149543762,0.5451867580413818,0.2704792022705078,-1.0025309324264526,0.361203670501709,0.6435089111328125,-0.6445501446723938,0.520243227481842,0.49485814571380615,-0.910181999206543,0.5754278302192688,0.36640679836273193,-0.9834240078926086,0.6233736276626587,0.274232417345047,-1.0752665996551514,0.4915893077850342,0.6871718764305115,-0.5744016170501709,0.6340484023094177,0.512713611125946,-0.7177466154098511,0.5665404796600342,0.47309115529060364,-0.5586023926734924,0.5101043581962585,0.4663113057613373,-0.46486055850982666,0.5972505807876587,0.6993787288665771,-0.5289286375045776,0.699873149394989,0.5541791319847107,-0.6007866263389587,0.6489325761795044,0.5043991208076477,-0.5058217644691467,0.6066188812255859,0.49787163734436035,-0.44484004378318787
0,0.28271806240081787,0.6988363862037659,-0.00010778610885608941,0.21283677220344543,0.5598670840263367,-0.11253824084997177,0.2230554223060608,0.4203988313674927,-0.22390514612197876,0.27886492013931274,0.31058835983276367,-0.2923761010169983,0.3379122018814087,0.2759720981121063,-0.34312573075294495,0.2838875353336334,0.5584256649017334,-0.5808973908424377,0.46201154589653015,0.3952101469039917,-0.7005453705787659,0.5085734128952026,0.33239877223968506,-0.6915462017059326,0.5391983389854431,0.2863868772983551,-0.6588962078094482,0.40131399035453796,0.6403937339782715,-0.5423900485038757,0.5516480207443237,0.4701874256134033,-0.5558688640594482,0.5402777194976807,0.4450797140598297,-0.3793829083442688,0.5227880477905273,0.43455514311790466,-0.2882327735424042,0.501022219657898,0.6870688199996948,-0.49762019515037537,0.6247773170471191,0.5374515056610107,-0.5046717524528503,0.5927941799163818,0.5132802128791809,-0.3391727805137634,0.5514682531356812,0.5163578391075134,-0.2636122405529022,0.5748478174209595,0.7091217041015625,-0.4592759907245636,0.6680527925491333,0.6190166473388672,-0.4738374948501587,0.6320832967758179,0.5829400420188904,-0.38967031240463257,0.5856401324272156,0.5659738183021545,-0.3640960454940796
0,0.15686702728271484,0.7226879596710205,-0.00018577856826595962,0.352508008480072,0.6091884970664978,0.15796048939228058,0.48393750190734863,0.5101057887077332,0.15638479590415955,0.5691823959350586,0.41333848237991333,0.11550435423851013,0.6233731508255005,0.3408597707748413,0.04536449536681175,0.5497967600822449,0.6508740782737732,-0.10542722791433334,0.6587334871292114,0.5075376033782959,-0.1111426055431366,0.6158758997917175,0.4809896945953369,-0.00338464742526412,0.583626389503479,0.4917168617248535,0.08502740412950516,0.4801561236381531,0.6417213082313538,-0.21774041652679443,0.596869945526123,0.4724353551864624,-0.26266321539878845,0.5478708148002625,0.4554492235183716,-0.1623961329460144,0.5082099437713623,0.4840526282787323,-0.09119722247123718,0.4061870872974396,0.613605797290802,-0.314743310213089,0.520867645740509,0.4561328887939453,-0.35801470279693604,0.5140379667282104,0.42712295055389404,-0.26915812492370605,0.5067633390426636,0.4431263208389282,-0.21151335537433624,0.3369491696357727,0.5780255198478699,-0.3942481279373169,0.45424044132232666,0.4543035924434662,-0.5072662234306335,0.5197815895080566,0.38911983370780945,-0.5725796818733215,0.5705522298812866,0.34994298219680786,-0.6274609565734863
0,0.19234082102775574,0.7547571659088135,6.07052024861332e-05,0.14575088024139404,0.5922838449478149,-0.13441717624664307,0.20590418577194214,0.44005104899406433,-0.24287797510623932,0.3309725224971771,0.33408796787261963,-0.26932379603385925,0.41746577620506287,0.26859593391418457,-0.2599087953567505,0.2647134065628052,0.6059986352920532,-0.6200788617134094,0.4199879467487335,0.4169127941131592,-0.7654743790626526,0.49462461471557617,0.3197183609008789,-0.7763320207595825,0.5561267733573914,0.27040669322013855,-0.7657902836799622,0.38682329654693604,0.6723216772079468,-0.5277024507522583,0.5445737242698669,0.44708576798439026,-0.5184202790260315,0.47766104340553284,0.4151194095611572,-0.303641140460968,0.4302554428577423,0.4474989175796509,-0.20070131123065948,0.483155757188797,0.7073685526847839,-0.42027565836906433,0.6231622695922852,0.5038334131240845,-0.4220986068248749,0.5503011345863342,0.47539907693862915,-0.24732351303100586,0.5035011172294617,0.5072693824768066,-0.15987950563430786,0.5567212700843811,0.727510929107666,-0.32713982462882996,0.6630920171737671,0.5749196410179138,-0.3376137614250183,0.6142494678497314,0.5360890030860901,-0.29149478673934937,0.5714235305786133,0.5593856573104858,-0.2867357134819031
0,0.20517680048942566,0.7458124160766602,-6.680641490675043e-06,0.14461058378219604,0.6148066520690918,-0.1444541960954666,0.1626477986574173,0.47690045833587646,-0.27962493896484375,0.24037869274616241,0.38641810417175293,-0.3386080265045166,0.3128558099269867,0.3619305491447449,-0.3813672363758087,0.24569466710090637,0.5991238951683044,-0.615313708782196,0.4219008982181549,0.4520584046840668,-0.820310115814209,0.5297582745552063,0.361603319644928,-0.8741632699966431,0.6112961173057556,0.30234986543655396,-0.8753454685211182,0.37206795811653137,0.6590003967285156,-0.5312559604644775,0.5770576000213623,0.4644928574562073,-0.5628833770751953,0.540913462638855,0.4191651940345764,-0.362717866897583,0.48180362582206726,0.43190228939056396,-0.2214498221874237,0.478065550327301,0.693558931350708,-0.43772974610328674,0.6473643779754639,0.5170307159423828,-0.4889783561229706,0.6085259914398193,0.471678763628006,-0.33222633600234985,0.560417652130127,0.48670387268066406,-0.21219898760318756,0.5572301149368286,0.7124764323234558,-0.35243096947669983,0.6891738772392273,0.5766950845718384,-0.38240140676498413,0.655590295791626,0.5320994853973389,-0.3181398808956146,0.6024584770202637,0.5400810241699219,-0.26549848914146423
0,0.1943991631269455,0.7001520395278931,6.0292888520052657e-05,0.23209404945373535,0.5483716726303101,-0.05280480533838272,0.3390061557292938,0.42983144521713257,-0.12884041666984558,0.4828699231147766,0.3475937843322754,-0.1660337746143341,0.581558108329773,0.2884552776813507,-0.1842208206653595,0.3660987317562103,0.5501100420951843,-0.4600801169872284,0.5639488697052002,0.45995765924453735,-0.47460904717445374,0.5517016649246216,0.429623544216156,-0.34229737520217896,0.5387260913848877,0.4073528051376343,-0.2593669593334198,0.4286632537841797,0.6189946532249451,-0.4266645908355713,0.6240140199661255,0.5086642503738403,-0.44587793946266174,0.5617204308509827,0.4988234341144562,-0.2862701117992401,0.5069227814674377,0.5126088857650757,-0.18623359501361847,0.4834575057029724,0.6683854460716248,-0.3747442364692688,0.6674767136573792,0.5674384832382202,-0.36023393273353577,0.6011009812355042,0.5462408065795898,-0.2463107705116272,0.5479332208633423,0.5487602949142456,-0.17792491614818573,0.5314803719520569,0.7061814665794373,-0.3250388205051422,0.6550833582878113,0.6016042232513428,-0.39523306488990784,0.6633279919624329,0.5407193303108215,-0.4194648563861847,0.6666685342788696,0.507556676864624,-0.44561249017715454
0,0.5078632831573486,0.6463860869407654,7.778304279781878e-05,0.4544122517108917,0.5008967518806458,-0.039256978780031204,0.4103618860244751,0.3928743600845337,-0.16255563497543335,0.4302266836166382,0.30114835500717163,-0.26930752396583557,0.49048301577568054,0.2391761839389801,-0.35465511679649353,0.28569987416267395,0.5425158739089966,-0.4754774570465088,0.3951236307621002,0.39459896087646484,-0.5457810759544373,0.4755076766014099,0.3485485911369324,-0.4263457953929901,0.5157203674316406,0.34407007694244385,-0.31684818863868713,0.35918354988098145,0.6398913860321045,-0.47876304388046265,0.5008004903793335,0.4478698968887329,-0.531771183013916,0.53069007396698,0.4376678466796875,-0.33253708481788635,0.5246691703796387,0.4698563814163208,-0.18872714042663574,0.47019389271736145,0.7046570181846619,-0.4655165374279022,0.5965678691864014,0.5112236738204956,-0.48496413230895996,0.6043484210968018,0.5005277991294861,-0.2928522229194641,0.5866891145706177,0.5324761271476746,-0.17305214703083038,0.5929884314537048,0.7434110641479492,-0.4519382417201996,0.6779716610908508,0.5892511606216431,-0.4913119971752167,0.6675947308540344,0.5507000684738159,-0.463888555765152,0.6336610317230225,0.558176577091217,-0.4635303020477295
